PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize,IsAlone,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teenager,AgeGroup_YoungAdult,FareBand_Low,FareBand_Medium,FareBand_VeryHigh,FamilyType_Small,FamilyType_Solo
413,1,3.0,Mr. George Moore,male,27.7,0.0,0.0,120091,0.5007,C,1.0,1,False,False,False,True,True,False,False,False,True
414,0,3.0,Mr. William Davis,male,40.5,2.0,0.0,895704,13.4037,S,3.0,0,False,False,False,False,False,True,False,True,False
415,1,3.0,Mr. Charles Wilson,male,31.3,0.0,0.0,583681,3.9585,S,1.0,1,False,False,False,True,True,False,False,False,True
416,0,3.0,Miss. Linda Anderson,female,55.0,0.0,0.0,627846,0.699,S,1.0,1,False,False,False,False,True,False,False,False,True
417,0,3.0,Mr. John Smith,male,25.6,1.0,0.0,79770,3.4143,S,2.0,0,False,False,False,True,True,False,False,True,False
418,0,2.0,Mr. John Smith,male,29.6,0.0,0.0,823152,32.3811,S,1.0,1,False,False,False,True,False,False,True,False,True
419,1,3.0,Miss. Linda Anderson,female,18.4,0.0,0.0,809800,24.7923,Q,1.0,1,False,False,False,True,False,False,False,False,True
420,1,1.0,Mr. Charles Wilson,male,33.4,0.0,0.0,195385,55.4266,S,1.0,1,False,False,False,True,False,False,True,False,True
421,1,3.0,Mr. John Smith,male,31.2,0.0,0.0,844401,6.9937,S,1.0,1,False,False,False,True,False,True,False,False,True
422,1,3.0,Mr. John Smith,male,7.6,1.0,0.0,58838,49.5311,S,2.0,0,True,False,False,False,False,False,True,True,False
423,0,3.0,Miss. Susan Jackson,female,9.1,0.0,0.0,543022,2.91,S,1.0,1,True,False,False,False,True,False,False,False,True
424,0,3.0,Mrs. Patricia Taylor,female,38.4,0.0,0.0,641475,3.1529,C,1.0,1,False,False,False,False,True,False,False,False,True
425,0,3.0,Mr. John Smith,male,27.6,0.0,0.0,109329,4.4866,C,1.0,1,False,False,False,True,True,False,False,False,True
426,0,3.0,Mrs. Barbara Thomas,female,21.1,0.0,0.0,530146,2.4655,S,1.0,1,False,False,False,True,True,False,False,False,True
427,0,3.0,Mr. Charles Wilson,male,19.0,2.5,0.0,415413,6.2012,Q,3.5,0,False,False,False,True,False,True,False,False,False
428,1,1.0,Miss. Susan Jackson,female,19.6,0.0,0.0,865327,69.16345,C,1.0,1,False,False,False,True,False,False,True,False,True
429,0,1.0,Mrs. Barbara Thomas,female,31.3,0.0,0.0,768921,69.16345,C,1.0,1,False,False,False,True,False,False,True,False,True
430,0,2.0,Miss. Susan Jackson,female,36.2,0.0,0.0,130424,10.6187,S,1.0,1,False,False,False,False,False,True,False,False,True
431,0,1.0,Mr. John Smith,male,28.7,1.0,0.0,984335,69.16345,C,2.0,0,False,False,False,True,False,False,True,True,False
432,1,3.0,Miss. Mary Johnson,female,50.2,2.0,0.0,897687,0.6458,S,3.0,0,False,False,False,False,True,False,False,True,False
433,1,1.0,Miss. Mary Johnson,female,49.2,0.0,0.0,330217,19.83,S,1.0,1,False,False,False,False,False,False,False,False,True
434,0,3.0,Mr. John Smith,male,0.4,0.0,0.0,738285,10.8479,C,1.0,1,True,False,False,False,False,True,False,False,True
435,0,2.0,Mrs. Patricia Taylor,female,30.4,0.0,0.0,254042,19.119,S,1.0,1,False,False,False,True,False,False,False,False,True
436,1,1.0,Mr. James Brown,male,45.0,1.0,0.0,745848,3.3903,S,2.0,0,False,False,False,False,True,False,False,True,False
437,0,3.0,Miss. Mary Johnson,female,29.7,0.0,0.0,235683,6.7067,C,1.0,1,False,False,False,True,False,True,False,False,True
438,1,3.0,Mr. Charles Wilson,male,28.1,1.0,0.0,225547,13.6163,C,2.0,0,False,False,False,True,False,False,False,True,False
439,1,3.0,Miss. Susan Jackson,female,44.4,0.0,0.0,253603,15.5683,S,1.0,1,False,False,False,False,False,False,False,False,True
440,0,3.0,Mr. William Davis,male,26.2,1.0,0.0,715662,13.2145,C,2.0,0,False,False,False,True,False,True,False,True,False
441,0,3.0,Mr. George Moore,male,37.7,0.0,0.0,812056,5.0244,S,1.0,1,False,False,False,False,True,False,False,False,True
442,1,1.0,Mr. William Davis,male,61.9,0.0,0.0,208343,8.2477,S,1.0,1,False,True,False,False,False,True,False,False,True
443,0,3.0,Mr. William Davis,male,33.4,0.0,0.0,296459,7.2419,C,1.0,1,False,False,False,True,False,True,False,False,True
444,0,3.0,Mr. John Smith,male,26.5,0.0,0.0,289566,1.7918,S,1.0,1,False,False,False,True,True,False,False,False,True
445,1,3.0,Mr. William Davis,male,24.8,1.0,0.0,704497,38.3409,S,2.0,0,False,False,False,True,False,False,True,True,False
446,1,1.0,Mr. John Smith,male,18.3,1.0,0.0,82663,54.1533,S,2.0,0,False,False,False,True,False,False,True,True,False
447,1,3.0,Mr. James Brown,male,36.0,0.0,0.0,111216,4.9613,S,1.0,1,False,False,False,False,True,False,False,False,True
448,1,1.0,Mr. Charles Wilson,male,18.0,0.0,0.0,975736,69.16345,S,1.0,1,False,False,True,False,False,False,True,False,True
449,0,1.0,Miss. Linda Anderson,female,22.8,0.0,0.0,784888,57.8804,C,1.0,1,False,False,False,True,False,False,True,False,True
450,0,2.0,Mr. Charles Wilson,male,11.1,1.0,0.0,266492,7.4223,C,2.0,0,True,False,False,False,False,True,False,True,False
451,1,3.0,Miss. Mary Johnson,female,22.7,0.0,0.0,481358,21.7248,S,1.0,1,False,False,False,True,False,False,False,False,True
452,0,3.0,Miss. Linda Anderson,female,32.3,0.0,0.0,304887,26.2412,C,1.0,1,False,False,False,True,False,False,False,False,True
453,0,3.0,Miss. Susan Jackson,female,0.4,0.0,0.0,502762,14.5317,S,1.0,1,True,False,False,False,False,False,False,False,True
454,1,3.0,Mr. James Brown,male,33.5,0.0,0.0,418852,0.6253,S,1.0,1,False,False,False,True,True,False,False,False,True
455,0,2.0,Mrs. Patricia Taylor,female,29.0,0.0,0.0,494100,16.7091,C,1.0,1,False,False,False,True,False,False,False,False,True
456,0,2.0,Mr. William Davis,male,26.6,0.0,0.0,544396,28.8188,S,1.0,1,False,False,False,True,False,False,False,False,True
457,0,2.0,Mr. James Brown,male,59.1,0.0,0.0,214706,2.9353,S,1.0,1,False,False,False,False,True,False,False,False,True
458,0,3.0,Mr. George Moore,male,43.6,2.5,0.0,570468,3.3753,S,3.5,0,False,False,False,False,True,False,False,False,False
459,0,1.0,Mrs. Barbara Thomas,female,13.8,0.0,0.0,291027,69.16345,S,1.0,1,False,False,True,False,False,False,True,False,True
460,0,3.0,Mr. George Moore,male,41.9,0.0,0.0,578688,0.2642,C,1.0,1,False,False,False,False,True,False,False,False,True
461,0,3.0,Mr. James Brown,male,47.7,0.0,0.0,187071,18.1644,S,1.0,1,False,False,False,False,False,False,False,False,True
462,1,2.0,Mrs. Barbara Thomas,female,30.8,1.0,0.0,582239,12.8405,S,2.0,0,False,False,False,True,False,True,False,True,False
463,1,3.0,Miss. Susan Jackson,female,34.9,0.0,0.0,410376,7.6958,S,1.0,1,False,False,False,True,False,True,False,False,True
464,0,3.0,Mr. John Smith,male,40.5,0.0,0.0,851694,0.0926,S,1.0,1,False,False,False,False,True,False,False,False,True
465,1,3.0,Mr. John Smith,male,0.4,0.0,0.0,423145,22.249,S,1.0,1,True,False,False,False,False,False,False,False,True
466,0,3.0,Mrs. Barbara Thomas,female,27.0,0.0,0.0,879565,5.7982,S,1.0,1,False,False,False,True,False,True,False,False,True
467,0,2.0,Mr. Charles Wilson,male,23.9,0.0,0.0,676483,15.5639,C,1.0,1,False,False,False,True,False,False,False,False,True
468,1,2.0,Mr. Charles Wilson,male,50.4,1.0,0.0,387250,22.6207,C,2.0,0,False,False,False,False,False,False,False,True,False
469,0,3.0,Mr. John Smith,male,34.5,1.0,0.0,693717,15.7661,S,2.0,0,False,False,False,True,False,False,False,True,False
470,1,3.0,Miss. Susan Jackson,female,25.4,0.0,0.0,866928,40.6005,S,1.0,1,False,False,False,True,False,False,True,False,True
471,0,1.0,Mrs. Barbara Thomas,female,28.4,0.0,0.0,698916,63.6617,S,1.0,1,False,False,False,True,False,False,True,False,True
472,1,3.0,Miss. Mary Johnson,female,44.5,1.0,0.0,334078,6.6347,Q,2.0,0,False,False,False,False,False,True,False,True,False
473,0,3.0,Mrs. Barbara Thomas,female,27.0,0.0,0.0,875318,39.945,Q,1.0,1,False,False,False,True,False,False,True,False,True
474,1,3.0,Mr. Charles Wilson,male,19.6,1.0,0.0,40881,13.3579,S,2.0,0,False,False,False,True,False,True,False,True,False
475,0,1.0,Mr. Charles Wilson,male,34.5,0.0,0.0,814841,29.739,C,1.0,1,False,False,False,True,False,False,False,False,True
476,1,3.0,Mr. John Smith,male,43.3,2.0,0.0,982920,1.7577,S,3.0,0,False,False,False,False,True,False,False,True,False
477,0,3.0,Mr. George Moore,male,36.9,1.0,0.0,108171,24.0328,S,2.0,0,False,False,False,False,False,False,False,True,False
478,0,1.0,Mr. John Smith,male,30.3,2.0,0.0,995486,37.7749,S,3.0,0,False,False,False,True,False,False,True,True,False
480,0,3.0,Mr. Charles Wilson,male,27.8,0.0,0.0,958161,8.2735,S,1.0,1,False,False,False,True,False,True,False,False,True
481,1,1.0,Miss. Linda Anderson,female,28.6,2.0,0.0,227815,18.6318,S,3.0,0,False,False,False,True,False,False,False,True,False
482,1,3.0,Mr. William Davis,male,20.1,0.0,0.0,321095,11.9667,S,1.0,1,False,False,False,True,False,True,False,False,True
483,0,3.0,Mr. William Davis,male,25.4,0.0,0.0,280896,0.8138,S,1.0,1,False,False,False,True,True,False,False,False,True
484,1,2.0,Mr. John Smith,male,21.7,1.0,0.0,651627,10.6663,S,2.0,0,False,False,False,True,False,True,False,True,False
485,0,3.0,Mr. Charles Wilson,male,14.1,1.0,0.0,416656,10.2832,S,2.0,0,False,False,True,False,False,True,False,True,False
486,1,3.0,Miss. Linda Anderson,female,19.7,2.0,0.0,54864,7.4462,S,3.0,0,False,False,False,True,False,True,False,True,False
487,0,3.0,Mr. James Brown,male,11.5,0.0,0.0,715051,17.953,S,1.0,1,True,False,False,False,False,False,False,False,True
488,0,2.0,Mr. James Brown,male,8.4,1.0,0.0,606323,35.1965,S,2.0,0,True,False,False,False,False,False,True,True,False
489,1,3.0,Mr. James Brown,male,18.7,1.0,0.0,96675,19.1762,S,2.0,0,False,False,False,True,False,False,False,True,False
490,1,1.0,Mr. George Moore,male,20.7,0.0,0.0,294487,3.3252,S,1.0,1,False,False,False,True,True,False,False,False,True
491,0,2.0,Mr. Charles Wilson,male,55.2,0.0,0.0,234320,4.3166,S,1.0,1,False,False,False,False,True,False,False,False,True
492,1,3.0,Miss. Mary Johnson,female,25.6,0.0,0.0,553961,9.9994,S,1.0,1,False,False,False,True,False,True,False,False,True
493,0,2.0,Miss. Mary Johnson,female,48.4,0.0,0.0,201026,54.6127,S,1.0,1,False,False,False,False,False,False,True,False,True
494,0,3.0,Mr. Charles Wilson,male,43.7,2.5,0.0,195770,23.4201,C,3.5,0,False,False,False,False,False,False,False,False,False
495,0,2.0,Miss. Susan Jackson,female,26.7,0.0,0.0,367168,36.971,S,1.0,1,False,False,False,True,False,False,True,False,True
496,0,3.0,Mr. Charles Wilson,male,21.9,1.0,0.0,560808,4.6965,S,2.0,0,False,False,False,True,True,False,False,True,False
497,0,1.0,Mr. George Moore,male,33.6,2.5,0.0,512857,47.1367,S,3.5,0,False,False,False,True,False,False,True,False,False
498,0,3.0,Mr. William Davis,male,51.6,0.0,0.0,779483,8.2707,S,1.0,1,False,False,False,False,False,True,False,False,True
499,1,3.0,Mr. William Davis,male,34.1,1.0,0.0,812216,2.226,S,2.0,0,False,False,False,True,True,False,False,True,False
500,1,2.0,Mr. George Moore,male,35.7,0.0,0.0,389590,0.6312,S,1.0,1,False,False,False,False,True,False,False,False,True
501,1,1.0,Mr. Charles Wilson,male,34.7,1.0,0.0,48079,69.16345,S,2.0,0,False,False,False,True,False,False,True,True,False
502,0,1.0,Mr. William Davis,male,38.7,0.0,0.0,54220,23.1315,Q,1.0,1,False,False,False,False,False,False,False,False,True
503,0,3.0,Mr. Charles Wilson,male,13.1,2.5,0.0,161563,3.5668,S,3.5,0,False,False,True,False,True,False,False,False,False
504,1,2.0,Mr. William Davis,male,30.5,0.0,0.0,122878,1.7412,S,1.0,1,False,False,False,True,True,False,False,False,True
505,1,3.0,Mrs. Barbara Thomas,female,45.3,0.0,0.0,126583,34.2962,S,1.0,1,False,False,False,False,False,False,True,False,True
506,0,2.0,Mr. Charles Wilson,male,51.8,1.0,0.0,58720,17.3375,Q,2.0,0,False,False,False,False,False,False,False,True,False
507,1,2.0,Mr. James Brown,male,19.3,0.0,0.0,241876,21.9945,C,1.0,1,False,False,False,True,False,False,False,False,True
508,1,3.0,Mr. George Moore,male,37.4,0.0,0.0,549006,31.5331,S,1.0,1,False,False,False,False,False,False,True,False,True
509,1,3.0,Mr. John Smith,male,31.9,0.0,0.0,438813,5.5129,C,1.0,1,False,False,False,True,False,True,False,False,True
510,1,1.0,Mr. George Moore,male,34.8,1.0,0.0,857649,69.16345,S,2.0,0,False,False,False,True,False,False,True,True,False
511,0,1.0,Mr. Charles Wilson,male,34.9,0.0,0.0,501567,3.3241,C,1.0,1,False,False,False,True,True,False,False,False,True
512,0,1.0,Mr. Charles Wilson,male,29.5,0.0,0.0,372812,17.3665,C,1.0,1,False,False,False,True,False,False,False,False,True
513,1,3.0,Mr. George Moore,male,37.6,0.0,0.0,692192,23.1311,S,1.0,1,False,False,False,False,False,False,False,False,True
514,1,3.0,Mr. Charles Wilson,male,50.6,0.0,0.0,982322,18.9244,S,1.0,1,False,False,False,False,False,False,False,False,True
515,0,3.0,Mr. William Davis,male,29.8,0.0,0.0,762758,5.613,S,1.0,1,False,False,False,True,False,True,False,False,True
516,0,3.0,Mr. Charles Wilson,male,34.2,0.0,0.0,416080,6.1478,S,1.0,1,False,False,False,True,False,True,False,False,True
517,0,3.0,Mr. George Moore,male,56.7,0.0,0.0,622666,9.914,S,1.0,1,False,False,False,False,False,True,False,False,True
518,1,3.0,Mr. George Moore,male,45.8,0.0,0.0,18177,0.0031,C,1.0,1,False,False,False,False,True,False,False,False,True
519,1,3.0,Miss. Susan Jackson,female,33.2,0.0,0.0,711475,3.589,S,1.0,1,False,False,False,True,True,False,False,False,True
520,0,1.0,Mr. James Brown,male,12.1,1.0,0.0,394462,19.6129,S,2.0,0,False,False,True,False,False,False,False,True,False
521,0,1.0,Mr. James Brown,male,15.4,0.0,0.0,771595,24.2194,S,1.0,1,False,False,True,False,False,False,False,False,True
522,0,2.0,Mr. James Brown,male,43.2,0.0,0.0,459426,32.7882,S,1.0,1,False,False,False,False,False,False,True,False,True
523,1,1.0,Mrs. Patricia Taylor,female,20.6,0.0,0.0,455170,27.5563,S,1.0,1,False,False,False,True,False,False,False,False,True
524,1,3.0,Mr. James Brown,male,15.1,0.0,0.0,645433,2.7638,S,1.0,1,False,False,True,False,True,False,False,False,True
525,1,3.0,Mr. James Brown,male,18.9,1.0,0.0,939348,9.1222,S,2.0,0,False,False,False,True,False,True,False,True,False
526,0,1.0,Mr. James Brown,male,19.7,0.0,0.0,739490,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
527,0,1.0,Mr. George Moore,male,42.0,0.0,0.0,547706,23.202,S,1.0,1,False,False,False,False,False,False,False,False,True
528,0,3.0,Mr. John Smith,male,27.4,0.0,0.0,175926,1.0633,Q,1.0,1,False,False,False,True,True,False,False,False,True
529,0,3.0,Mr. James Brown,male,9.8,1.0,0.0,622363,5.7289,S,2.0,0,True,False,False,False,False,True,False,True,False
530,1,2.0,Miss. Susan Jackson,female,30.2,0.0,0.0,513122,27.5389,S,1.0,1,False,False,False,True,False,False,False,False,True
531,1,3.0,Mr. John Smith,male,32.9,0.0,0.0,971454,10.4006,S,1.0,1,False,False,False,True,False,True,False,False,True
532,1,1.0,Mrs. Patricia Taylor,female,22.7,0.0,0.0,337371,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
533,1,1.0,Miss. Mary Johnson,female,46.5,2.5,0.0,416051,69.16345,S,3.5,0,False,False,False,False,False,False,True,False,False
534,0,3.0,Mr. John Smith,male,23.6,0.0,0.0,289677,20.4543,S,1.0,1,False,False,False,True,False,False,False,False,True
535,1,3.0,Mr. William Davis,male,45.8,0.0,0.0,517966,12.036,S,1.0,1,False,False,False,False,False,True,False,False,True
536,1,1.0,Mr. Charles Wilson,male,38.4,1.0,0.0,498267,57.1131,C,2.0,0,False,False,False,False,False,False,True,True,False
537,1,3.0,Mr. William Davis,male,43.1,1.0,0.0,897889,0.5316,S,2.0,0,False,False,False,False,True,False,False,True,False
538,0,3.0,Mr. John Smith,male,13.8,0.0,0.0,379648,54.0214,S,1.0,1,False,False,True,False,False,False,True,False,True
539,0,3.0,Miss. Susan Jackson,female,31.1,1.0,0.0,228930,69.16345,C,2.0,0,False,False,False,True,False,False,True,True,False
540,0,3.0,Mrs. Patricia Taylor,female,28.9,1.0,0.0,413439,2.1469,S,2.0,0,False,False,False,True,True,False,False,True,False
541,1,3.0,Mr. Charles Wilson,male,9.1,0.0,0.0,658490,14.2836,S,1.0,1,True,False,False,False,False,False,False,False,True
542,0,3.0,Mr. James Brown,male,45.7,0.0,0.0,544561,4.3482,S,1.0,1,False,False,False,False,True,False,False,False,True
543,0,3.0,Miss. Susan Jackson,female,38.2,0.0,0.0,567807,11.4576,S,1.0,1,False,False,False,False,False,True,False,False,True
544,1,1.0,Mrs. Barbara Thomas,female,30.4,2.5,0.0,689520,69.16345,C,3.5,0,False,False,False,True,False,False,True,False,False
545,1,1.0,Miss. Linda Anderson,female,15.0,1.0,0.0,923456,49.5687,S,2.0,0,False,False,True,False,False,False,True,True,False
546,0,2.0,Mr. John Smith,male,39.9,0.0,0.0,477601,36.1722,C,1.0,1,False,False,False,False,False,False,True,False,True
547,0,3.0,Mr. George Moore,male,7.6,1.0,0.0,920972,4.0019,Q,2.0,0,True,False,False,False,True,False,False,True,False
548,1,1.0,Mr. John Smith,male,38.7,0.0,0.0,518604,50.0097,Q,1.0,1,False,False,False,False,False,False,True,False,True
549,0,3.0,Mr. John Smith,male,44.8,0.0,0.0,494408,10.0298,C,1.0,1,False,False,False,False,False,True,False,False,True
550,1,3.0,Mr. James Brown,male,17.4,0.0,0.0,190060,14.1639,S,1.0,1,False,False,True,False,False,False,False,False,True
551,0,1.0,Mr. George Moore,male,40.0,0.0,0.0,413564,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
552,1,3.0,Miss. Mary Johnson,female,25.6,1.0,0.0,617748,6.5287,S,2.0,0,False,False,False,True,False,True,False,True,False
553,0,3.0,Mr. William Davis,male,27.2,0.0,0.0,258792,13.5017,S,1.0,1,False,False,False,True,False,True,False,False,True
554,0,3.0,Mr. Charles Wilson,male,50.5,1.0,0.0,638759,2.1221,C,2.0,0,False,False,False,False,True,False,False,True,False
555,1,1.0,Mr. George Moore,male,23.0,0.0,0.0,638956,69.16345,S,1.0,1,False,False,False,True,False,False,True,False,True
556,0,3.0,Mr. James Brown,male,24.7,0.0,0.0,863951,6.2788,Q,1.0,1,False,False,False,True,False,True,False,False,True
557,0,3.0,Mr. George Moore,male,24.9,2.5,0.0,362570,16.9983,C,3.5,0,False,False,False,True,False,False,False,False,False
558,0,3.0,Mr. James Brown,male,36.8,0.0,0.0,24629,0.2672,Q,1.0,1,False,False,False,False,True,False,False,False,True
559,1,3.0,Mrs. Barbara Thomas,female,21.9,0.0,0.0,845488,2.9854,C,1.0,1,False,False,False,True,True,False,False,False,True
560,1,3.0,Mr. William Davis,male,30.7,0.0,0.0,807705,8.6793,S,1.0,1,False,False,False,True,False,True,False,False,True
561,1,3.0,Mr. John Smith,male,11.8,1.0,0.0,130484,27.3755,S,2.0,0,True,False,False,False,False,False,False,True,False
562,0,3.0,Mr. George Moore,male,44.5,0.0,0.0,107275,9.7396,S,1.0,1,False,False,False,False,False,True,False,False,True
563,0,3.0,Mrs. Patricia Taylor,female,39.4,0.0,0.0,443632,34.5463,S,1.0,1,False,False,False,False,False,False,True,False,True
564,0,1.0,Mrs. Barbara Thomas,female,33.4,0.0,0.0,148966,55.5454,S,1.0,1,False,False,False,True,False,False,True,False,True
565,0,3.0,Miss. Mary Johnson,female,31.0,0.0,0.0,56073,8.7649,C,1.0,1,False,False,False,True,False,True,False,False,True
566,0,3.0,Mr. Charles Wilson,male,39.0,1.0,0.0,579981,1.6581,C,2.0,0,False,False,False,False,True,False,False,True,False
567,0,3.0,Mr. William Davis,male,19.4,0.0,0.0,716826,21.0965,S,1.0,1,False,False,False,True,False,False,False,False,True
568,0,1.0,Mr. John Smith,male,31.5,0.0,0.0,820775,23.8261,S,1.0,1,False,False,False,True,False,False,False,False,True
569,1,3.0,Mr. John Smith,male,46.5,0.0,0.0,577383,29.8833,S,1.0,1,False,False,False,False,False,False,False,False,True
570,0,2.0,Miss. Mary Johnson,female,17.9,0.0,0.0,172246,48.3429,S,1.0,1,False,False,True,False,False,False,True,False,True
571,0,3.0,Mr. James Brown,male,33.9,2.0,0.0,978305,37.3121,S,3.0,0,False,False,False,True,False,False,True,True,False
572,1,1.0,Miss. Mary Johnson,female,27.3,0.0,0.0,132388,61.6938,S,1.0,1,False,False,False,True,False,False,True,False,True
573,0,3.0,Mrs. Barbara Thomas,female,26.8,2.5,0.0,250787,14.6951,S,3.5,0,False,False,False,True,False,False,False,False,False
574,1,3.0,Mr. James Brown,male,34.9,0.0,0.0,213508,19.5963,S,1.0,1,False,False,False,True,False,False,False,False,True
575,1,1.0,Miss. Mary Johnson,female,47.3,0.0,0.0,124441,11.796,S,1.0,1,False,False,False,False,False,True,False,False,True
576,1,3.0,Mr. Charles Wilson,male,21.0,1.0,0.0,996840,11.9429,S,2.0,0,False,False,False,True,False,True,False,True,False
577,0,2.0,Mr. Charles Wilson,male,33.2,0.0,0.0,635070,0.698,S,1.0,1,False,False,False,True,True,False,False,False,True
578,1,3.0,Mr. George Moore,male,39.0,1.0,0.0,792307,8.9478,S,2.0,0,False,False,False,False,False,True,False,True,False
579,0,3.0,Mr. Charles Wilson,male,12.3,2.5,0.0,249343,2.187,S,3.5,0,False,False,True,False,True,False,False,False,False
580,0,3.0,Mr. William Davis,male,39.7,0.0,0.0,446142,2.6263,Q,1.0,1,False,False,False,False,True,False,False,False,True
581,0,3.0,Mr. John Smith,male,24.6,0.0,0.0,869022,5.9047,S,1.0,1,False,False,False,True,False,True,False,False,True
582,1,3.0,Mr. John Smith,male,18.1,1.0,0.0,442043,7.3632,S,2.0,0,False,False,False,True,False,True,False,True,False
583,0,2.0,Mr. John Smith,male,42.6,0.0,0.0,642551,19.5194,C,1.0,1,False,False,False,False,False,False,False,False,True
584,0,2.0,Mr. Charles Wilson,male,30.0,0.0,0.0,447991,1.5469,S,1.0,1,False,False,False,True,True,False,False,False,True
585,1,3.0,Mr. Charles Wilson,male,43.7,0.0,0.0,444417,9.1073,Q,1.0,1,False,False,False,False,False,True,False,False,True
586,0,3.0,Mr. John Smith,male,34.5,0.0,0.0,825805,2.6215,S,1.0,1,False,False,False,True,True,False,False,False,True
587,0,3.0,Mr. James Brown,male,53.4,1.0,0.0,299669,11.0923,S,2.0,0,False,False,False,False,False,True,False,True,False
588,0,3.0,Mrs. Patricia Taylor,female,55.1,0.0,0.0,399860,13.1881,S,1.0,1,False,False,False,False,False,True,False,False,True
589,0,2.0,Miss. Linda Anderson,female,55.3,0.0,0.0,376657,16.2706,S,1.0,1,False,False,False,False,False,False,False,False,True
590,0,3.0,Miss. Susan Jackson,female,22.6,0.0,0.0,663689,17.427,S,1.0,1,False,False,False,True,False,False,False,False,True
591,0,1.0,Miss. Linda Anderson,female,21.9,0.0,0.0,106643,34.3463,S,1.0,1,False,False,False,True,False,False,True,False,True
592,1,3.0,Mr. John Smith,male,21.7,0.0,0.0,695846,18.8321,S,1.0,1,False,False,False,True,False,False,False,False,True
593,0,1.0,Miss. Mary Johnson,female,39.9,1.0,0.0,481820,47.6268,S,2.0,0,False,False,False,False,False,False,True,True,False
594,0,2.0,Mr. John Smith,male,37.1,0.0,0.0,159712,13.2401,S,1.0,1,False,False,False,False,False,True,False,False,True
595,1,2.0,Mr. George Moore,male,23.0,1.0,0.0,369838,20.8883,S,2.0,0,False,False,False,True,False,False,False,True,False
596,0,2.0,Mrs. Barbara Thomas,female,37.8,1.0,0.0,202527,0.3706,S,2.0,0,False,False,False,False,True,False,False,True,False
597,1,3.0,Mr. George Moore,male,8.4,0.0,0.0,570424,13.7969,S,1.0,1,True,False,False,False,False,False,False,False,True
598,0,2.0,Miss. Linda Anderson,female,31.7,0.0,0.0,989929,19.2774,S,1.0,1,False,False,False,True,False,False,False,False,True
599,0,3.0,Mrs. Barbara Thomas,female,45.9,0.0,0.0,66539,4.8209,S,1.0,1,False,False,False,False,True,False,False,False,True
600,0,2.0,Mrs. Barbara Thomas,female,37.7,0.0,0.0,222736,1.794,S,1.0,1,False,False,False,False,True,False,False,False,True
601,0,2.0,Miss. Linda Anderson,female,35.8,1.0,0.0,428158,1.9068,S,2.0,0,False,False,False,False,True,False,False,True,False
602,0,1.0,Mr. Charles Wilson,male,52.9,1.0,0.0,78363,69.16345,S,2.0,0,False,False,False,False,False,False,True,True,False
603,0,1.0,Mr. James Brown,male,41.7,0.0,0.0,199668,69.16345,S,1.0,1,False,False,False,False,False,False,True,False,True
604,0,3.0,Mr. William Davis,male,34.2,0.0,0.0,615814,1.7672,Q,1.0,1,False,False,False,True,True,False,False,False,True
605,0,3.0,Mr. William Davis,male,46.9,2.0,0.0,307399,5.7353,S,3.0,0,False,False,False,False,False,True,False,True,False
606,0,3.0,Mr. James Brown,male,46.7,2.5,0.0,203201,11.6697,S,3.5,0,False,False,False,False,False,True,False,False,False
607,0,3.0,Miss. Susan Jackson,female,37.8,0.0,0.0,488739,23.4686,S,1.0,1,False,False,False,False,False,False,False,False,True
608,0,2.0,Miss. Susan Jackson,female,27.4,0.0,0.0,652497,0.8929,C,1.0,1,False,False,False,True,True,False,False,False,True
609,0,3.0,Mr. George Moore,male,29.7,0.0,0.0,252723,3.5102,S,1.0,1,False,False,False,True,True,False,False,False,True
610,1,3.0,Mr. Charles Wilson,male,11.2,2.5,0.0,989790,28.6649,Q,3.5,0,True,False,False,False,False,False,False,False,False
611,0,3.0,Mr. James Brown,male,40.5,0.0,0.0,620725,0.1197,Q,1.0,1,False,False,False,False,True,False,False,False,True
612,1,1.0,Mr. William Davis,male,39.2,0.0,0.0,157349,18.8911,S,1.0,1,False,False,False,False,False,False,False,False,True
613,1,2.0,Miss. Linda Anderson,female,10.7,0.0,0.0,667003,63.8955,Q,1.0,1,True,False,False,False,False,False,True,False,True
614,0,2.0,Mr. William Davis,male,42.3,0.0,0.0,912332,19.0074,S,1.0,1,False,False,False,False,False,False,False,False,True
615,1,2.0,Mr. Charles Wilson,male,35.6,0.0,0.0,820161,6.0673,C,1.0,1,False,False,False,False,False,True,False,False,True
616,1,3.0,Mr. Charles Wilson,male,14.9,2.5,0.0,818250,0.9014,S,3.5,0,False,False,True,False,True,False,False,False,False
617,0,3.0,Mr. George Moore,male,12.2,0.0,0.0,75555,0.3718,S,1.0,1,False,False,True,False,True,False,False,False,True
618,0,3.0,Mr. Charles Wilson,male,34.8,0.0,0.0,633267,3.6491,S,1.0,1,False,False,False,True,True,False,False,False,True
619,1,3.0,Mr. George Moore,male,23.9,0.0,0.0,63629,27.7254,C,1.0,1,False,False,False,True,False,False,False,False,True
620,1,3.0,Mr. George Moore,male,56.1,0.0,0.0,649584,6.9902,S,1.0,1,False,False,False,False,False,True,False,False,True
