PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
712,0,1,Mr. George Moore,male,1.2,0,0,271046,12.2324,nan,S
713,0,2,Mr. George Moore,male,,0,0,994413,14.6128,G6,S
714,0,1,Mr. Charles Wilson,male,34.7,0,0,532222,10.0355,nan,S
715,0,3,Mr. William Davis,male,,4,0,869050,35.3328,nan,S
716,1,1,Miss. Susan Jackson,female,11.5,0,0,35532,17.0374,nan,S
717,1,3,Miss. Mary Johnson,female,24.6,0,2,118197,3.7879,nan,S
718,1,1,Mr. Charles Wilson,male,68.6,0,0,140860,43.8436,nan,Q
719,0,3,Mrs. Barbara Thomas,female,11.8,4,0,70285,6.281,G6,S
720,1,3,Miss. Susan Jackson,female,39.3,0,0,815298,20.5803,nan,S
721,1,3,Mr. William Davis,male,0.4,0,0,672953,7.9221,nan,S
722,0,3,Miss. Susan Jackson,female,,1,0,281639,2.4343,nan,S
723,0,2,Mr. James Brown,male,,0,0,256130,6.2179,D56,S
724,1,2,Mr. George Moore,male,,0,0,279981,14.2308,nan,S
725,0,3,Mrs. Patricia Taylor,female,11.0,0,0,742068,2.0739,nan,S
726,1,3,Mr. John Smith,male,33.9,0,0,946184,12.2962,nan,S
727,0,3,Mrs. Barbara Thomas,female,16.5,0,0,524938,10.8437,nan,S
728,1,3,Mrs. Barbara Thomas,female,19.3,1,2,982980,16.3049,nan,C
729,0,3,Mr. William Davis,male,36.1,0,0,268750,36.0863,nan,S
730,0,3,Miss. Susan Jackson,female,,1,0,525046,31.6331,nan,S
731,0,1,Mr. John Smith,male,35.2,0,0,302490,245.2945,nan,S
732,1,3,Mr. James Brown,male,26.9,1,0,118621,3.6486,nan,S
733,1,3,Mr. William Davis,male,30.7,0,0,295556,1.8338,nan,S
734,0,1,Miss. Mary Johnson,female,36.2,0,0,491615,30.2343,nan,S
735,0,3,Mr. John Smith,male,,0,0,128833,29.3099,C85,S
736,1,1,Mr. James Brown,male,,3,0,434020,300.5068,nan,S
737,0,3,Mrs. Patricia Taylor,female,22.0,0,0,75206,25.4969,F2,S
738,1,1,Mrs. Barbara Thomas,female,47.0,0,0,20934,9.7905,D56,Q
739,0,3,Miss. Susan Jackson,female,31.4,0,0,302867,38.2924,nan,S
740,0,3,Mr. William Davis,male,17.4,0,0,924400,7.1569,nan,S
741,0,2,Mr. George Moore,male,35.5,0,0,423621,0.1871,nan,C
742,0,3,Mr. William Davis,male,36.5,0,0,684108,7.5933,nan,S
743,1,3,Miss. Mary Johnson,female,37.2,0,0,736126,0.6131,nan,S
744,0,3,Mr. James Brown,male,15.5,0,0,711773,10.2049,nan,S
745,0,1,Mr. James Brown,male,19.8,0,1,949858,34.7195,nan,S
746,1,2,Miss. Mary Johnson,female,19.9,0,0,918420,12.8276,nan,S
747,0,1,Mr. John Smith,male,,1,0,491891,79.7808,nan,C
748,0,3,Miss. Linda Anderson,female,37.5,0,0,251630,26.4035,F2,S
749,1,3,Miss. Mary Johnson,female,34.0,0,2,944892,14.0974,nan,S
750,1,3,Miss. Linda Anderson,female,35.1,0,0,508577,7.4002,C85,S
751,0,3,Mr. George Moore,male,49.3,4,0,570811,22.2511,nan,C
752,1,3,Mr. James Brown,male,,3,0,897582,30.6803,C103,S
753,1,3,Mrs. Patricia Taylor,female,27.6,1,0,393094,1.6583,nan,S
754,0,1,Mrs. Patricia Taylor,female,12.5,0,0,985197,63.7681,nan,S
755,0,3,Miss. Susan Jackson,female,19.3,0,0,176804,4.3523,nan,S
756,1,1,Mr. George Moore,male,25.9,0,2,575934,4.0492,nan,S
757,1,3,Mrs. Barbara Thomas,female,41.7,0,2,686381,14.3555,E101,S
758,0,3,Miss. Linda Anderson,female,29.3,0,0,234310,25.8193,nan,Q
759,1,3,Miss. Linda Anderson,female,20.2,1,0,252024,2.3116,F2,S
760,1,1,Mrs. Barbara Thomas,female,19.1,1,2,267476,140.5753,nan,S
761,0,2,Mrs. Patricia Taylor,female,28.7,1,0,849208,38.4004,nan,S
762,0,2,Mr. William Davis,male,42.6,0,0,291260,49.1475,C85,S
763,0,2,Mr. William Davis,male,52.8,1,0,999513,6.1655,nan,S
764,1,1,Mr. James Brown,male,26.7,0,0,122858,196.8051,nan,S
765,0,3,Mr. John Smith,male,29.1,0,0,753631,5.0263,C85,C
766,0,3,Mr. John Smith,male,12.1,1,0,503213,10.4483,B78,S
767,1,2,Mr. Charles Wilson,male,57.8,0,0,86620,1.0366,C123,S
768,1,2,Mr. George Moore,male,9.4,0,0,972275,0.8975,C85,S
769,0,3,Mr. William Davis,male,46.7,0,0,431972,16.5659,nan,S
770,1,3,Mr. William Davis,male,24.4,1,0,92604,7.6421,C103,S
771,0,3,Mrs. Barbara Thomas,female,,1,1,628740,3.8494,nan,C
772,1,3,Mrs. Barbara Thomas,female,13.6,0,0,930423,2.746,F2,Q
773,0,3,Mr. William Davis,male,64.6,1,0,819982,14.4108,nan,S
774,0,3,Mrs. Patricia Taylor,female,32.9,0,2,177596,0.0052,nan,S
775,1,3,Mr. James Brown,male,30.0,0,2,457822,21.3114,nan,C
776,0,1,Mr. George Moore,male,42.6,1,0,734179,6.9356,nan,S
777,0,3,Mr. William Davis,male,20.3,1,0,604515,2.7633,nan,S
778,1,1,Mr. William Davis,male,29.7,4,0,295356,41.0042,C85,S
779,1,3,Miss. Linda Anderson,female,30.5,0,1,312262,8.6231,D56,C
780,1,2,Miss. Linda Anderson,female,22.3,0,2,825034,8.7699,nan,S
781,1,3,Mr. Charles Wilson,male,47.1,0,1,551828,5.0272,C85,C
782,0,3,Mr. John Smith,male,26.5,1,0,176901,43.1848,nan,C
783,0,3,Mr. William Davis,male,7.2,0,0,197381,13.3386,nan,S
784,0,3,Mr. John Smith,male,,1,0,730763,0.3083,nan,S
785,0,2,Mr. James Brown,male,33.3,0,0,867887,11.2486,C123,C
786,1,1,Mr. George Moore,male,16.7,0,0,556565,174.6789,nan,S
787,0,2,Mrs. Patricia Taylor,female,17.9,0,0,653421,7.1751,nan,S
788,0,1,Miss. Linda Anderson,female,21.8,0,0,462889,8.3437,nan,S
789,0,3,Mr. James Brown,male,47.4,0,0,262196,18.4653,nan,S
790,1,2,Mrs. Barbara Thomas,female,22.6,1,0,945180,18.6288,nan,S
791,0,3,Mr. John Smith,male,,0,0,446060,10.9811,nan,S
792,0,3,Mr. William Davis,male,20.8,0,0,992212,0.7158,nan,S
793,0,3,Mr. Charles Wilson,male,34.4,0,0,806184,1.9682,nan,C
794,0,1,Mr. John Smith,male,23.2,0,0,222620,81.8425,G6,S
795,0,3,Mrs. Barbara Thomas,female,,0,0,477927,3.0286,nan,S
796,1,3,Mr. James Brown,male,13.5,0,5,443886,9.1172,nan,S
797,1,3,Mr. William Davis,male,,0,0,208675,10.2336,nan,S
798,0,3,Mrs. Patricia Taylor,female,31.4,0,0,696838,4.334,F2,S
799,1,3,Mr. George Moore,male,20.4,0,0,429655,38.5414,nan,S
800,1,1,Miss. Linda Anderson,female,27.3,0,0,962251,155.2406,D56,S
801,1,3,Mr. James Brown,male,51.9,0,1,781784,16.6592,nan,S
802,0,2,Mr. William Davis,male,31.7,0,0,921764,1.6241,nan,C
803,0,1,Mr. John Smith,male,19.5,0,1,433026,9.4244,nan,S
804,0,2,Mr. William Davis,male,12.2,2,0,814734,13.5763,nan,S
805,0,1,Mr. William Davis,male,37.0,1,1,338380,14.717,nan,C
806,1,1,Miss. Mary Johnson,female,,1,0,74467,321.6236,nan,S
807,1,1,Mr. James Brown,male,39.8,0,1,374494,14.4978,B78,Q
808,1,3,Miss. Linda Anderson,female,8.5,1,0,962345,8.6891,A6,C
809,0,3,Mrs. Barbara Thomas,female,12.7,1,0,972217,5.8857,nan,S
810,0,3,Miss. Linda Anderson,female,46.3,1,0,452762,13.2593,nan,S
811,1,2,Mr. James Brown,male,34.5,0,2,790196,2.7631,nan,S
812,1,2,Mr. John Smith,male,37.4,0,0,799480,11.2535,nan,S
813,0,3,Mr. James Brown,male,15.7,1,0,783500,4.1753,nan,C
814,1,2,Miss. Susan Jackson,female,,0,1,960794,43.7408,C123,S
815,1,1,Mr. William Davis,male,44.1,0,0,593194,3.4803,G6,C
816,0,3,Mr. William Davis,male,44.8,0,0,348781,31.8532,nan,C
817,0,1,Mr. John Smith,male,13.9,0,0,301922,150.337,E46,S
818,0,3,Mr. William Davis,male,,0,0,168497,4.5917,nan,S
819,0,3,Mr. Charles Wilson,male,28.1,0,2,772405,20.2446,nan,S
820,0,1,Mr. Charles Wilson,male,18.1,0,1,748748,2.6637,nan,S
821,1,1,Mrs. Patricia Taylor,female,17.8,0,0,130918,286.2033,nan,S
822,0,3,Mr. John Smith,male,11.6,0,4,886468,9.7215,nan,S
823,0,3,Mr. George Moore,male,22.9,0,0,461392,4.6979,nan,S
824,0,1,Mr. James Brown,male,13.0,0,0,415890,37.8278,nan,C
825,0,3,Mr. John Smith,male,13.8,1,0,465618,0.8933,nan,S
826,1,1,Mr. John Smith,male,34.0,1,0,519325,381.5406,C123,S
827,0,3,Mrs. Patricia Taylor,female,,0,0,230979,0.5211,nan,S
828,0,3,Mr. James Brown,male,36.7,0,2,960557,13.8312,nan,C
829,1,2,Miss. Linda Anderson,female,5.8,0,1,782793,11.6943,nan,S
830,0,1,Mr. George Moore,male,29.8,1,0,21957,249.8402,nan,S
831,0,1,Mr. Charles Wilson,male,59.8,0,0,869076,23.7185,nan,Q
832,0,2,Miss. Linda Anderson,female,24.3,0,0,981120,15.1895,G6,S
833,0,1,Mr. John Smith,male,,0,2,909726,55.3113,nan,S
834,0,3,Mr. George Moore,male,,0,1,27829,15.7765,E46,S
835,0,1,Mr. George Moore,male,42.2,1,0,277981,5.9164,nan,C
836,0,3,Mr. James Brown,male,32.1,1,1,467357,2.8003,nan,S
837,1,3,Miss. Susan Jackson,female,37.9,0,0,156104,3.1397,C123,S
838,0,3,Mr. George Moore,male,39.8,0,0,109770,17.4198,C123,S
839,0,3,Miss. Mary Johnson,female,,0,0,560640,2.7256,C85,Q
840,1,2,Miss. Linda Anderson,female,13.5,0,0,40215,17.0425,nan,S
841,0,3,Mr. George Moore,male,4.9,0,0,459535,3.151,C123,S
842,1,3,Mrs. Patricia Taylor,female,,0,0,529751,25.7112,D56,Q
843,0,2,Mr. William Davis,male,25.8,0,0,740002,57.0103,E46,S
844,1,1,Mrs. Patricia Taylor,female,38.3,0,0,313391,61.3901,nan,Q
845,0,3,Mr. George Moore,male,13.7,2,0,663980,5.6464,nan,Q
846,0,3,Miss. Linda Anderson,female,43.1,0,0,708408,3.4664,C85,C
847,0,1,Mr. George Moore,male,22.4,1,0,784474,4.2893,nan,S
848,1,2,Mr. John Smith,male,22.6,1,2,216604,6.2532,nan,S
849,0,2,Mr. William Davis,male,17.6,0,0,601002,21.24,nan,C
850,0,3,Mrs. Patricia Taylor,female,,1,0,307463,9.9157,nan,Q
851,0,3,Mr. John Smith,male,33.0,0,0,653346,37.4808,nan,S
852,1,3,Mr. Charles Wilson,male,54.5,0,1,288169,6.5603,nan,C
853,0,1,Mrs. Patricia Taylor,female,28.8,0,6,19780,99.4328,C103,S
854,1,2,Miss. Susan Jackson,female,2.9,8,0,819138,13.4403,nan,S
855,0,3,Mrs. Patricia Taylor,female,41.0,0,0,708276,9.3421,nan,S
856,0,1,Mrs. Barbara Thomas,female,6.1,0,2,85503,26.18,nan,C
857,0,2,Mrs. Patricia Taylor,female,,2,0,171928,12.1376,nan,S
858,0,3,Miss. Mary Johnson,female,26.2,0,0,899598,8.2727,nan,S
859,0,1,Mr. James Brown,male,31.5,1,0,19179,103.0145,nan,Q
860,0,3,Mr. William Davis,male,,1,0,703983,36.7138,nan,S
861,1,1,Mrs. Barbara Thomas,female,25.7,1,0,682947,33.5551,A6,S
862,0,1,Mr. James Brown,male,40.1,4,0,689093,3.6218,nan,S
863,0,2,Mr. Charles Wilson,male,42.1,4,0,791570,13.7153,nan,S
864,0,3,Mr. John Smith,male,47.8,0,2,491522,10.2216,nan,S
865,0,3,Miss. Linda Anderson,female,57.4,1,0,633711,2.3979,nan,Q
866,0,3,Mr. George Moore,male,41.4,0,1,133076,18.5777,B78,S
867,0,3,Mr. James Brown,male,26.6,0,0,145047,54.5349,B78,C
868,0,1,Mr. John Smith,male,42.2,0,0,264477,244.8271,nan,S
869,1,3,Mr. Charles Wilson,male,36.5,0,0,743815,2.8539,nan,S
870,1,3,Mr. Charles Wilson,male,,4,2,347282,27.0706,nan,S
871,0,3,Mr. John Smith,male,,1,1,710823,15.8478,nan,S
872,0,1,Mr. James Brown,male,16.5,0,0,183226,50.8078,C103,S
873,1,3,Miss. Susan Jackson,female,14.8,0,1,216748,10.1122,nan,S
874,0,1,Mr. James Brown,male,28.3,0,0,521559,159.1345,nan,S
875,0,2,Miss. Linda Anderson,female,31.9,1,2,620994,13.0837,nan,S
876,0,3,Mrs. Patricia Taylor,female,19.8,1,0,126905,6.0728,nan,S
877,1,3,Mr. William Davis,male,35.8,0,2,38830,8.8365,nan,S
878,1,2,Mrs. Barbara Thomas,female,59.9,0,0,906508,17.3086,nan,Q
879,0,2,Mr. William Davis,male,4.4,0,0,475342,4.1917,G6,S
880,0,3,Miss. Susan Jackson,female,38.1,0,0,974249,30.0521,nan,S
881,0,3,Mr. John Smith,male,28.7,2,0,302753,14.5786,nan,Q
882,1,3,Miss. Linda Anderson,female,,0,0,551689,13.0406,nan,C
883,0,3,Mr. James Brown,male,23.5,0,0,430945,1.3624,D56,S
884,0,3,Mr. William Davis,male,27.6,0,0,899912,12.0481,nan,S
885,1,2,Mr. Charles Wilson,male,,0,0,128278,2.5785,F2,S
886,0,3,Miss. Linda Anderson,female,25.3,4,0,710527,1.0656,C85,S
887,1,2,Miss. Susan Jackson,female,7.7,0,0,235253,14.9863,C85,C
888,0,2,Mr. William Davis,male,26.3,0,2,853823,10.3096,nan,C
889,0,3,Mr. George Moore,male,9.2,0,0,660831,11.5531,nan,S
890,0,1,Mr. James Brown,male,39.2,1,0,925318,7.8503,nan,Q
891,1,3,Mrs. Barbara Thomas,female,,0,0,628871,7.33,nan,S
